Silhouette,Fit,Front Neckline and Straps Shape,Front Neckline and Straps Depth,Front Neckline and Straps Detailing Style,Sleeve Fit and Style,Sleeve Length,Sleeve Detailing Style,Waist Style,Length,Hem Style,Pattern,Occasions,Persona,Predominant Colors,Background Color,product_id
A-line,Loose,V-neck with short flutter sleeves,Deep,Delicate floral embroidery,"Loose, flutter sleeves",Short,Ruffled edges,Fitted at the natural waist with a tie sash,Mini,Tiered with scalloped edges,Floral embroidery,"This charming mini dress is perfect for summer events, such as beach parties, outdoor weddings, or garden soirees. Its vibrant color and playful design make it a great choice for those who love to stand out. Style it with espadrille wedges and a woven tote bag for a chic, effortless look.","The buyer persona for this dress is a woman in her early 20s to mid-30s who embraces a carefree, bohemian style. She loves bright colors, unique details, and pieces that allow her to express her individuality. She is likely to appreciate the sustainable and ethical fashion practices of the brand.","['red', 'pink']",N/A,7268932026461
A-line,Loose,V-neck with short sleeves,Shallow,None,Puffed sleeves with elastic cuffs,Short,None,Empire waist,Mini,Straight,Floral embroidery,"This mini dress with floral embroidery is perfect for summer outings, beach vacations, or casual gatherings. It can be dressed up with heels and a statement necklace for a night out or kept casual with sandals and a straw bag for a daytime event.","The buyer persona for this dress is a woman in her 20s or 30s who loves boho-chic style. She is adventurous, free-spirited, and always looking for unique pieces to add to her wardrobe.","['red', 'white']",N/A,7253446557789
Bodycon,Tight,Sweetheart neckline with thin straps,Deep,Gathered fabric with a tie,Sleeveless,N/A,N/A,Ruched,Midi,Straight,Solid,"This bodycon midi dress is perfect for a night out, clubbing, or a special event. It pairs well with statement jewelry and high heels for a glamorous look.",The buyer persona for this dress is a woman in her 20s to 30s who is confident and любит to make a statement with her fashion choices. She is not afraid to show off her curves and enjoys dressing up for a night out.,['green'],N/A,7268897685597
A-line,Loose,V-neck with collar,Shallow,Button-up closure,"Long, slightly puffed sleeves",Three-quarter,Gathered cuffs,Empire waist with a self-tie belt,Midi,Asymmetric handkerchief hem,Tropical print with toucans and palm trees,"This tropical-inspired midi dress is perfect for summer events, vacations, or even a casual day out. The vibrant print and lightweight fabric make it a great choice for warm weather, while the relaxed fit and versatile length ensure comfort all day long.",The buyer persona for this dress is a woman in her 30s to 40s who loves to travel and explore new cultures. She has a vibrant personality and enjoys expressing her sense of adventure through her clothing choices.,"['green', 'blue', 'pink']",N/A,7268890640477
Fit and flare,Fitted,Sweetheart neckline with off-shoulder straps,Medium,None,Puffed sleeves,Short,None,Fitted at the natural waist,Mini,Straight,Eyelet,"This eyelet mini dress is perfect for summer events, such as beach parties, tropical vacations, or outdoor weddings. Its vibrant color and playful sleeves make it a standout piece that can be dressed up or down depending on the occasion.","The buyer persona for this dress is a young woman in her 20s who loves bright colors and playful fashion. She is confident and stylish, and she enjoys wearing pieces that make her feel feminine and fun.",['lime green'],N/A,7268857217117
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['orange', 'pink', 'green']",N/A,7268929699933
A-line,Loose,V-neck with thin straps,Deep,None,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Eyelet embroidery,"This elegant maxi dress is perfect for summer events, beach vacations, or even as a wedding guest outfit. Its breathable fabric and loose fit make it comfortable for warm weather, while the intricate embroidery adds a touch of sophistication.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates timeless, effortless fashion. She enjoys wearing pieces that are both stylish and comfortable, and she values quality materials and craftsmanship.","['white', 'beige']",N/A,7268921540701
A-line,Loose,Square neck with thin straps,Shallow,Ruffles and lace trim,Sleeveless,N/A,N/A,Empire waist,Midi,Ruffle,Eyelet embroidery,"This chic white dress is perfect for summer events like garden parties, beach weddings, or outdoor brunches. Its lightweight fabric and breathable design make it ideal for warm weather, while the intricate embroidery adds a touch of elegance. Style it with neutral accessories and sandals for a sophisticated yet relaxed look.","The buyer persona for this dress is a woman in her late 20s to early 30s who appreciates timeless, feminine fashion. She enjoys wearing versatile pieces that can be dressed up or down, depending on the occasion.",['white'],beige,7268821401693
A-line,Loose,"V-neck with short, puffed sleeves",Medium,None,Puffed,Short,None,Fitted at the natural waist,Midi,Ruffle,Eyelet,"This eyelet white dress is perfect for a beach party, vacation, or even a casual summer event. It can be dressed up with a statement necklace and heels or kept casual with sandals and a straw bag.","The buyer persona for this dress is a woman in her 20s or 30s who loves feminine, flowy styles. She is confident and stylish, and she loves to wear pieces that make her feel beautiful and comfortable.",['white'],beige,7268865146973
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Puffed sleeves,Short,Gathered at the shoulders with elastic,Cinched at the natural waist with a drawstring tie,Mini,Straight with a scalloped lace border,"Tropical print with starfish, coral, and floral motifs","This tropical-inspired mini dress is perfect for beach getaways, summer vacations, and pool parties. Its vibrant print and playful silhouette make it a great choice for any warm-weather occasion. Pair it with sandals and a wide-brimmed hat for a complete look.","The buyer persona for this dress is a woman in her 20s or 30s who loves vibrant colors and playful fashion. She is likely to be adventurous, outgoing, and always looking for the next exciting experience.","['pink', 'blue', 'green']",N/A,7253505507421
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7253509963869
Shift,Loose,"Scoop neck with short, wide straps",Shallow,None,Puffed sleeves,Short,Gathered at the shoulders,Fitted at the natural waist,Mini,Straight,Multicolor striped pattern,"This playful mini dress is perfect for summer outings, beach vacations, or casual weekend wear. Its vibrant colors make it a great choice for pool parties or tropical getaways.",The buyer persona for this dress is a young woman in her early 20s who loves bold colors and trendy styles. She enjoys experimenting with fashion and is always looking for unique pieces to add to her wardrobe.,"['white', 'blue', 'red']",beige,7268827103325
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'white']",N/A,7268895162461
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Floral print,"This floral maxi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",N/A,7268811112541
A-line,Loose,V-neck with thin straps,Medium,None,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Abstract print,"This abstract maxi dress is perfect for summer events, beach vacations, or casual outings. It can be dressed up with statement jewelry and heels for a night out or kept casual with sandals and a straw bag for a beach day.","The buyer persona for this dress is a woman in her 20s or 30s who loves bold, eye-catching fashion. She is confident and adventurous in her style choices and enjoys wearing unique pieces that make a statement.","['blue', 'green', 'pink']",N/A,7253507375197
A-line,Loose,Square neck with thin shoulder straps,Shallow,None,Sleeveless,N/A,N/A,"Loose, slightly gathered at the waist",Maxi,Straight,Embroidered floral pattern,"This maxi dress with intricate embroidery is perfect for beach getaways, summer vacations, and casual outdoor events. It can be dressed up with statement earrings and heels for a night out or kept casual with sandals and a straw bag for daytime activities.","The buyer persona for this dress is a woman in her late 20s to early 30s who loves boho-chic style. She appreciates unique, flowy pieces that are perfect for warm weather and outdoor activities.","['blue', 'white']",N/A,7268808491101
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7268799742045
A-line,Loose,V-neck with thin straps,Medium,Ruffle trim,Puff sleeves,Short,None,Cinched at the natural waist,Mini,Straight,Floral print,"This floral mini dress is perfect for summer outings, beach vacations, or casual weekend wear. It can be dressed up with heels and a statement necklace for a night out or kept casual with sandals and a straw bag for a daytime look.","The buyer persona for this dress is a woman in her 20s or 30s who loves vibrant colors and playful fashion. She is confident and stylish, and she enjoys wearing pieces that make her feel happy and carefree.","['white', 'blue', 'green', 'orange', 'pink']",N/A,7268817403997
A-line,Loose,Sweetheart neckline with thin straps,Medium,Plain,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Multicolor floral print,"This vibrant maxi dress is perfect for summer events, beach getaways, or casual outings. Its versatility allows for both daytime and evening wear, making it a great choice for vacations and cruises.","The buyer persona for this dress is a woman in her 20s to 30s who loves bold, colorful fashion. She is confident and adventurous, and she enjoys expressing her personality through her clothing choices.","['pink', 'orange', 'yellow', 'green', 'blue']",N/A,7268816322653
A-line,Loose,Square neck with thin straps,Shallow,None,Sleeveless,N/A,N/A,"Loose, slightly gathered at the waist",Maxi,Straight,Tropical print,"This tropical maxi dress is perfect for summer events, beach vacations, or casual outings. It can be dressed up with heels and a statement necklace for a night out or paired with sandals and a straw bag for a relaxed daytime look.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and tropical-inspired fashion. She is adventurous, stylish, and always looking for pieces that make a statement.","['green', 'yellow', 'blue']",N/A,7268921671773
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7253435809885
Fit and flare,Fitted,Square neck with off-shoulder balloon sleeves,Deep,Smocked panel with drawstring,Balloon sleeves,Three-quarter,Puffed sleeves with smocked cuffs,Fitted waist with a self-tie belt,Mini,Straight,Tropical leaf print,"This tropical print mini dress is perfect for summer events, beach vacations, or casual outings. It can be dressed up with heels and a statement necklace for a night out or paired with sandals and a straw bag for a relaxed daytime look.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and playful patterns. She is confident and stylish, and she enjoys wearing unique pieces that make a statement.","['green', 'yellow', 'blue']",N/A,7268928815197
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7253496496221
A-line,Loose,V-neck with short puff sleeves,Medium,Embroidery,Puffed,Short,Embroidered,"Loose, with a tie at the waist",Midi,Straight,Embroidered trees,"This embroidered midi dress is perfect for a garden party, a casual wedding, or a day out. It can be dressed up with heels and a clutch, or dressed down with sandals and a tote bag.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique, bohemian fashion. She is likely to be creative and value self-expression through her clothing choices.","['green', 'white']",N/A,7253502001245
A-line,Loose,One-shoulder,Medium,Gathered fabric and pleats,Sleeveless,N/A,N/A,Gathered at the natural waist,Mini,Straight,Solid,"This versatile dress is suitable for various occasions, including casual outings, beach days, and even semi-formal events. Its lightweight fabric and breathable design make it perfect for warm weather. Accessorize with a statement necklace or earrings to elevate the look.","The buyer persona for this dress is a woman in her 20s to 30s who appreciates effortless style and comfort. She values pieces that can be dressed up or down, making them ideal for her busy lifestyle.",['green'],beige,7253430206557
A-line,Loose,Scoop neck with short sleeves,Shallow,None,Puffed sleeves,Short,None,Belted at the natural waist,Mini,Ruffle,Black and white floral print,"This chic mini dress is perfect for summer outings, beach vacations, or casual weekend wear. Its vibrant floral print adds a touch of fun, while the lightweight fabric ensures comfort during warm weather.","The buyer persona for this dress is a young woman in her 20s who loves playful, trendy fashion. She enjoys expressing her personality through bold prints and colors and appreciates versatile pieces that can be dressed up or down.","['black', 'white']",N/A,7163587461213
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['black', 'white']",N/A,7163567931485
Bodycon,Tight,Scoop neck,Shallow,None,"Three-quarter length, fitted",Three-quarter,None,Fitted at the natural waist,Midi,Straight,Tropical print,"This tropical print bodycon dress is perfect for summer events, beach parties, and vacations. It pairs well with bold accessories and strappy sandals for a fun and flirty look.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and tropical patterns. She is confident and stylish, and she loves to stand out in a crowd.","['black', 'green', 'pink']",N/A,7253504524381
A-line,Loose,Square neck with thin straps,Medium,Button-up front,Sleeveless,N/A,N/A,Gathered at the waist with a seam,Maxi,Straight,Tropical print,"This tropical maxi dress is perfect for beach vacations, summer parties, or even as a casual, flowy outfit for running errands. The vibrant print and lightweight fabric make it a great choice for warm weather.","The buyer persona for this dress is a woman in her 20s or 30s who loves bold, colorful fashion. She is confident and adventurous, and she enjoys wearing pieces that make a statement.","['black', 'green', 'pink']",N/A,7253501149277
Bodycon,Tight,Halter neck with spaghetti straps,Low,Cut-out detailing,Sleeveless,N/A,N/A,Cut-out at the natural waist,Maxi,Straight,Solid,"This elegant maxi dress is perfect for formal events, evening parties, and special occasions. The cut-out detailing adds a touch of edginess, making it a great choice for fashion-forward individuals. Pair it with statement jewelry and high heels to complete the look.",The buyer persona for this dress is a woman in her late 20s to early 30s who is confident and любит моду. She enjoys wearing unique and eye-catching pieces that make a statement. She is likely to be a trendsetter and is not afraid to experiment with different styles.,"['black', 'brown']",N/A,7253493481565
Fit and flare,"Fitted at the waist, flared skirt",High Victorian-style collar with a keyhole opening,High,None,Puffed sleeves with smocked cuffs,Short,None,Fitted with a self-tie belt,Mini,Ruffle,Paisley print,"This paisley print mini dress is perfect for summer events like garden parties, outdoor weddings, and even sophisticated beach parties. Pair it with espadrille wedges and a woven straw bag for a chic, boho-inspired look.","The buyer persona for this dress is a woman in her late 20s to early 30s who appreciates unique, vintage-inspired fashion. She enjoys dressing up for special occasions and favors pieces that make a statement.","['brown', 'orange', 'white']",N/A,7253513764957
Loose and flowy,Relaxed,Round neckline,Shallow,None,"Short, loose sleeves",Short,None,"Loose, with no defined waistline",Maxi,Straight,Graphic print,"This graphic maxi dress is perfect for casual outings, beach days, or running errands. It can be dressed up with accessories for a more polished look or worn as is for a relaxed, effortless style.","The buyer persona for this dress is a woman in her 20s or 30s who values comfort and effortless style. She prefers versatile pieces that can be easily dressed up or down, depending on the occasion.","['white', 'green']",N/A,7253453471837
Tiered A-line,Loose,One-shoulder with a ring detail,Deep,Gathered fabric at the shoulder,Sleeveless,N/A,N/A,Gathered at the waist with a tie,Maxi,Straight,Tropical print,"This tropical-print maxi dress is perfect for summer events, beach parties, or vacations. The vibrant colors and playful pattern make it a standout piece that can be dressed up or down with accessories.","The buyer persona for this dress is a woman in her 20s to 30s who loves bold, colorful fashion. She is confident and adventurous, and she enjoys wearing pieces that make a statement.","['green', 'blue', 'yellow', 'pink']",N/A,7253460779101
Bodycon,Tight,Scoop neck with wide shoulder straps,Shallow,None,"Long, fitted sleeves",Long,None,Fitted at the natural waist,Midi,Straight,Multicolor stripes,"This vibrant striped dress is perfect for summer outings, beach vacations, or casual parties. It can be dressed up with statement jewelry and heels or kept casual with sandals and a denim jacket.","The buyer persona for this dress is a young woman in her 20s who loves bold colors and playful fashion. She is confident and outgoing, and she enjoys wearing clothes that make her stand out.","['red', 'orange', 'yellow', 'green', 'blue', 'purple']",N/A,7268894343261
A-line,Loose,Square neck with thin straps,Shallow,None,Sleeveless,N/A,N/A,Fitted at the natural waist,Midi,Straight,Fruit print,"This playful fruit-print dress is perfect for casual outings, beach days, or tropical vacations. It can be dressed up with statement jewelry and heels for a night out or kept casual with sandals and a denim jacket.","The buyer persona for this dress is a woman in her 20s to early 30s who loves bold, colorful fashion. She is confident and playful, and she enjoys expressing her personality through her clothing choices.","['blue', 'pink', 'green']",N/A,7268788895837
A-line,Loose,"V-neck with short, ruffled sleeves",Medium,Ruffled collar,Puffed sleeves with ruffled cuffs,Short,Ruffle cuffs,Gathered at the natural waist with a self-tie belt,Mini,Straight,Solid,"This elegant, yet playful dress is perfect for a garden party, high tea, or even a casual day out. Its versatility allows it to be dressed up or down, making it a great choice for a variety of occasions.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates timeless, feminine fashion. She enjoys mixing classic pieces with modern accessories to create a unique and sophisticated look.","['beige', 'brown']",N/A,7253495971933
A-line,Loose,One-shoulder with fringe,Medium,Fringe,Sleeveless,N/A,N/A,Fitted at the natural waist,Maxi,Straight with a side slit,Tropical print,"This tropical maxi dress is perfect for beach vacations, summer parties, or even as a chic resort wear. Its vibrant print and flowy silhouette make it a great choice for warm weather events.","The buyer persona for this dress is a woman in her 20s to 30s who loves bold, tropical prints and embraces a carefree, beachy lifestyle. She enjoys dressing up for beach parties and vacations, and values comfort and style.","['green', 'blue', 'pink']",N/A,7253498921053
A-line,Loose,V-neck with thin straps,Deep,None,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Asymmetrical,Abstract faces,"This abstract print maxi dress is perfect for summer events, beach getaways, or even as a statement piece for a casual night out. It can be dressed up with heels and a clutch or dressed down with sandals and a denim jacket.","The buyer persona for this dress is a woman in her late 20s to early 30s who loves bold, unique fashion. She is confident and playful, and she enjoys expressing her personality through her clothing choices.","['pink', 'orange', 'green']",N/A,7253434630237
A-line,Loose,Straight across with thin straps,Shallow,None,Sleeveless,N/A,N/A,Gathered at the natural waist with a tie,Maxi,Straight,Floral print,"This maxi dress with a vibrant floral print is perfect for summer events, beach getaways, or casual outings. It can be dressed up with statement jewelry and heels for a night out or kept relaxed with sandals and a straw bag for daytime activities.","The buyer persona for this dress is a woman in her 20s to 30s who loves bold, colorful fashion. She is confident, adventurous, and always looking for unique pieces to add to her wardrobe.","['red', 'yellow', 'green']",N/A,7163565015133
A-line,Loose,"V-neck with short, ruffled sleeves",Shallow,None,"Loose, with slight gathers at the shoulders",Short,Ruffle at the hem,Fitted at the natural waist with a self-tie belt,Midi,Scalloped,Solid color,"This solid-colored midi dress with a ruffled hem is perfect for a range of occasions, from casual outings to semi-formal events. It can be dressed up with heels and a statement necklace or dressed down with sandals and a denim jacket.","The buyer persona for this dress is a woman in her 30s to 40s who appreciates classic, feminine styles with a touch of whimsy. She is likely to be creative and fashion-forward, seeking pieces that make a statement without being overly trendy.",['pink'],N/A,7253506818141
Fit and flare,"Fitted at the waist, flared skirt",High neckline with wide straps,High,Lace overlay,"Fitted, balloon sleeves",Three-quarter,Puffed sleeves with lace overlay,Fitted at the natural waist,Maxi,Ruffled,Floral embroidery,"This elegant maxi dress is perfect for formal events, evening parties, or special occasions. Its intricate embroidery and sophisticated silhouette make it a standout piece that commands attention. Style it with minimalist accessories and heels for a polished look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates luxury and timeless fashion. She is confident, stylish, and enjoys dressing up for special occasions.","['green', 'pink']",N/A,7163556724829
Bodycon,Tight,Halter neck with wide straps,Deep,Cut-out detailing at the waist,Sleeveless,N/A,N/A,Cut-out at the waist,Maxi,Straight,Geometric print,"This bodycon maxi dress is perfect for a night out, clubbing, or attending a music festival. It pairs well with statement jewelry and high heels for a bold and eye-catching look.","The buyer persona for this dress is a young woman in her 20s who is confident, stylish, and loves to make a statement with her clothing. She is not afraid to experiment with bold colors and patterns and enjoys dressing up for a night out.","['red', 'blue', 'white']",N/A,7268849680477
Bodycon,Tight,Scoop neck with wide straps,Shallow,Plain,Sleeveless,N/A,N/A,Cut-out at the natural waist,Midi,Straight,Geometric print,"This bodycon midi dress is perfect for a night out, clubbing, or a casual event. It can be dressed up with heels and a statement necklace or dressed down with sneakers and a denim jacket.","The buyer persona for this dress is a young woman in her 20s who is confident, stylish, and loves to make a statement with her clothing. She is not afraid to experiment with bold colors and patterns and enjoys expressing her personality through her fashion choices.","['orange', 'white', 'pink']",N/A,7268802887773
Boxy,Loose,Scoop neck,Shallow,N/A,"Short, slightly puffed sleeves",Short,N/A,N/A,Mini,Straight,Multicolor geometric and floral print,"This printed mini dress is versatile and can be dressed up or down, making it suitable for casual outings, streetwear, or even as a beach cover-up. It pairs well with sneakers or sandals and can be accessorized with a belt or layered under a jacket for cooler weather.","The buyer persona for this dress is a young woman in her 20s who is fashion-forward and enjoys bold, eclectic prints. She is likely to appreciate the unique design and the dress's versatility, which allows her to incorporate it into various aspects of her lifestyle.","['red', 'orange', 'yellow', 'green', 'blue', 'purple']",N/A,7268822810717
Loose and flowy,Loose,V-neck with a collar,Deep,None,Loose and slightly flared,Full,None,Loose and un-cinched,Maxi,Straight,Abstract print,"This abstract print maxi dress is perfect for casual outings, beach vacations, or even running errands. Its loose, flowy fit makes it comfortable for all-day wear, and the vibrant print adds a touch of personality.","The buyer persona for this dress is a woman in her 20s to 30s who values comfort and style. She enjoys unique, eye-catching pieces that can be dressed up or down, allowing her to transition effortlessly from day to night.","['brown', 'yellow', 'white']",N/A,7253502787677
A-line,Loose,Halter neck with spaghetti straps,Deep,Gathered fabric at the center,Sleeveless,N/A,N/A,Gathered at the natural waist with a smocked panel,Midi,Straight,Tropical print,"This tropical-print halter dress is perfect for beach vacations, summer parties, or casual outings. It can be dressed up with statement jewelry and heels or kept relaxed with flat sandals and a straw bag.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and playful styles. She enjoys expressing her personality through her clothing choices and gravitates towards unique, eye-catching pieces.","['brown', 'orange', 'green']",N/A,7253442199645
Shift,Loose,Round neckline,Shallow,None,Balloon sleeves,Three-quarter,None,N/A,Mini,Straight,Abstract print,"This colorful mini dress is perfect for casual outings, art exhibitions, or even running errands. It can be dressed up with statement jewelry and heels for a night out or kept casual with sneakers and a denim jacket.","The buyer persona for this dress is a young woman in her 20s who loves bold, artistic fashion. She is confident and playful, and she enjoys expressing her personality through her clothing choices.","['green', 'purple', 'red', 'black']",N/A,7253509013597
Shift,Loose,Round neck,Shallow,None,Balloon sleeves,Three-quarter,Puffed,Fitted at the natural waist,Mini,Straight,Abstract faces,"This versatile dress is suitable for various occasions, from casual outings to semi-formal events. It can be dressed up with statement jewelry and heels for a night out or toned down with a denim jacket and sneakers for a more relaxed look.","The buyer persona for this dress is a woman in her 20s to 30s who appreciates unique and artistic fashion. She is confident and playful, and she enjoys expressing her personality through her clothing choices.","['black', 'white']",N/A,7163579760733
A-line,Loose,Collared with a button-up front,Medium,None,Balloon sleeves,Three-quarter,Gathered at the wrist,"Loose, slightly gathered at the waist",Mini,Straight,"Abstract print with hands, eyes, and lips","This unique mini dress is perfect for art exhibitions, creative gatherings, or casual outings. It can be dressed up with statement jewelry and heels or toned down with a denim jacket and sneakers for a more relaxed look.","The buyer persona for this dress is a woman in her 20s to 30s who appreciates bold, artistic fashion. She enjoys expressing her individuality through her clothing choices and is not afraid to stand out from the crowd.","['black', 'red', 'blue', 'green', 'pink']",N/A,7163560820829
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7163559772253
A-line,Loose,Scoop neck with short sleeves,Shallow,None,"Fitted, elbow-length sleeves",Three-quarter,None,Fitted at the natural waist,Midi,Straight,Floral print,"This versatile dress is suitable for various occasions, from office wear to casual outings. It can be dressed up with heels and a statement necklace for a night out or paired with flats and a cardigan for a relaxed daytime look.","The buyer persona for this dress is a woman in her 30s to 40s who values style and comfort. She appreciates timeless, versatile pieces that can be easily dressed up or down depending on the occasion.","['red', 'orange', 'green']",N/A,7163569504349
A-line,Loose,"V-neck with short, puffed sleeves",Medium,None,Puffed,Short,None,Cinched at the natural waist with a smocked panel,Maxi,Ruffle,Floral embroidery,"This maxi dress with vibrant floral embroidery is perfect for summer events, beach parties, or even as a wedding guest outfit. It can be dressed up with statement earrings and heels or kept casual with a denim jacket and sandals.","The buyer persona for this dress is a woman in her late 20s to early 40s who loves bold, bohemian fashion. She enjoys expressing her personality through her clothing choices and is always looking for unique, eye-catching pieces.","['black', 'red', 'green']",N/A,7163572486237
Shift,Loose,Round neckline,Shallow,None,Balloon sleeves,Three-quarter,None,N/A,Mini,Straight,Multicolor floral print,"This vibrant, mini dress is perfect for casual outings, shopping, or coffee dates. It can be dressed up with statement jewelry and heels for a night out or dressed down with sneakers for a relaxed look.","The buyer persona for this dress is a young woman in her 20s who loves bold, eye-catching fashion. She is confident, playful, and always looking for pieces that reflect her vibrant personality.","['black', 'pink', 'green', 'yellow', 'purple']",N/A,7163580481629
Bodycon,Tight,High neck with long sleeves,High,Gathered fabric,Fitted,Long,Gathered fabric,Fitted at the natural waist,Midi,Straight,Animal print,"This bodycon animal print dress is perfect for a night out, clubbing, or any occasion where you want to make a statement. Pair it with sleek heels and bold accessories for a fierce and unforgettable look.",The buyer persona for this dress is a confident and fashion-forward woman in her 20s or 30s who loves to stand out. She is not afraid to experiment with bold prints and styles and enjoys dressing up for a night on the town.,"['purple', 'orange']",N/A,7163580252253
Bodycon,Tight,High Crew Neck,High,None,"Fitted, Long Sleeves",Long,None,Fitted at the natural waist,Midi,Straight,Black and green floral print,"This bodycon midi dress is ideal for events such as clubbing, night outs, or date nights. It pairs well with statement accessories and high heels for a glamorous look.","The buyer persona for this dress is a woman in her 20s to 30s who is confident, stylish, and loves to make a statement with her fashion choices.","['green', 'black']",N/A,7163572093021
A-line,Loose,Criss-cross halter straps,Deep,None,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral embroidery,"This stunning embroidered dress is perfect for special occasions like weddings, evening parties, or formal dinners. Its intricate detailing and elegant silhouette make it a showstopper. Pair it with statement jewelry and heels for a glamorous look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique, high-quality pieces. She is confident and stylish, and she loves to make a statement with her clothing choices.","['white', 'red', 'green']",beige,7163582054493
